path,emosi,label,sumber,bahasa,file,bobot,durasi_raw_sec,durasi_sec,split
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/02_Sad/DHB/02-02-DHB-T-0039.wav,sedih,2,eseravd,id,02-02-DHB-T-0039.wav,3.0,4.5416875,4.032,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_23/03-01-04-02-02-01-23.wav,sedih,2,ravdess,en,03-01-04-02-02-01-23.wav,0.7,3.9373125,2.048,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1086_MTI_HAP_XX.wav,senang,1,cremad,en,1086_MTI_HAP_XX.wav,0.24499999999999997,2.3023125,2.3023125,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1011_TSI_SAD_XX.wav,sedih,2,cremad,en,1011_TSI_SAD_XX.wav,0.24499999999999997,2.402375,2.402375,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1062_IWL_ANG_XX.wav,marah,3,cremad,en,1062_IWL_ANG_XX.wav,0.42419999999999997,2.469125,2.112,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1025_WSI_HAP_XX.wav,senang,1,cremad,en,1025_WSI_HAP_XX.wav,0.24499999999999997,2.7694375,2.7694375,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_24/03-01-06-02-02-02-24.wav,takut,4,ravdess,en,03-01-06-02-02-02-24.wav,0.7,3.8371875,1.888,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1071_ITS_NEU_XX.wav,netral,0,cremad,en,1071_ITS_NEU_XX.wav,0.6698999999999999,2.8028125,2.8028125,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1011_WSI_HAP_XX.wav,senang,1,cremad,en,1011_WSI_HAP_XX.wav,0.24499999999999997,2.3356875,2.3356875,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-02-06.wav,marah,3,ravdess,en,03-01-05-02-02-02-06.wav,0.7,4.471125,2.56,train
/kaggle/input/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/wav/13b10Nc.wav,netral,0,emodb,de,13b10Nc.wav,0.7,2.3678125,2.24,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1057_IOM_ANG_XX.wav,marah,3,cremad,en,1057_IOM_ANG_XX.wav,0.42419999999999997,2.3356875,1.504,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1017_TAI_DIS_XX.wav,jijik,5,cremad,en,1017_TAI_DIS_XX.wav,0.24499999999999997,2.7694375,2.7374375,train
/kaggle/input/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/wav/11b02Fd.wav,senang,1,emodb,de,11b02Fd.wav,0.7,3.1149375,3.008,train
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/03_Neutral/AADC/02-03-AADC-T-0030.wav,netral,0,eseravd,id,02-03-AADC-T-0030.wav,3.0,3.04425,2.464,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_16/03-01-07-01-01-02-16.wav,jijik,5,ravdess,en,03-01-07-01-01-02-16.wav,0.7,3.7370625,1.856,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1062_TSI_HAP_XX.wav,senang,1,cremad,en,1062_TSI_HAP_XX.wav,0.24499999999999997,2.06875,2.06875,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1003_IEO_DIS_HI.wav,jijik,5,cremad,en,1003_IEO_DIS_HI.wav,0.24499999999999997,3.1698125,3.1698125,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1045_ITS_DIS_XX.wav,jijik,5,cremad,en,1045_ITS_DIS_XX.wav,0.24499999999999997,3.103125,3.103125,train
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_05/05-01-01-03.wav,netral,0,indowavesentiment,id,05-01-01-03.wav,3.0,3.0,1.952,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-02-02-02-19.wav,senang,1,ravdess,en,03-01-03-02-02-02-19.wav,0.7,4.004,2.144,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1073_ITH_ANG_XX.wav,marah,3,cremad,en,1073_ITH_ANG_XX.wav,0.42419999999999997,2.535875,2.496,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_21/03-01-03-02-01-01-21.wav,senang,1,ravdess,en,03-01-03-02-01-01-21.wav,0.7,3.8038125,1.888,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1074_IOM_FEA_XX.wav,takut,4,cremad,en,1074_IOM_FEA_XX.wav,0.24499999999999997,2.402375,2.402375,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1085_TIE_DIS_XX.wav,jijik,5,cremad,en,1085_TIE_DIS_XX.wav,0.24499999999999997,3.8705625,3.8705625,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1056_ITH_DIS_XX.wav,jijik,5,cremad,en,1056_ITH_DIS_XX.wav,0.24499999999999997,1.93525,1.93525,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1074_ITH_HAP_XX.wav,senang,1,cremad,en,1074_ITH_HAP_XX.wav,0.24499999999999997,2.6693125,2.624,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-01-10.wav,marah,3,ravdess,en,03-01-05-01-01-01-10.wav,0.7,3.9039375,1.952,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_09/03-01-04-02-02-01-09.wav,sedih,2,ravdess,en,03-01-04-02-02-01-09.wav,0.7,3.637,2.272,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav,sedih,2,ravdess,en,03-01-04-01-02-02-05.wav,0.7,3.7036875,2.624,train
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/03_Neutral/D1990/02-03-D1990-T-0030.wav,netral,0,eseravd,id,02-03-D1990-T-0030.wav,3.0,2.251875,2.144,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-01-02.wav,sedih,2,ravdess,en,03-01-04-02-02-01-02.wav,0.7,3.7036875,1.76,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1051_IWL_SAD_XX.wav,sedih,2,cremad,en,1051_IWL_SAD_XX.wav,0.24499999999999997,2.8695,2.8695,train
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/04_Happy/HSL/02-04-HSL-T-0036.wav,senang,1,eseravd,id,02-04-HSL-T-0036.wav,3.0,0.875,0.864,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1071_TAI_FEA_XX.wav,takut,4,cremad,en,1071_TAI_FEA_XX.wav,0.24499999999999997,2.2826875,2.2826875,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1043_TSI_HAP_XX.wav,senang,1,cremad,en,1043_TSI_HAP_XX.wav,0.24499999999999997,1.7016875,1.7016875,train
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/01_Angry/D1990/02-01-D1990-T-0014.wav,marah,3,eseravd,id,02-01-D1990-T-0014.wav,3.0,1.08425,1.08425,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1076_IEO_HAP_HI.wav,senang,1,cremad,en,1076_IEO_HAP_HI.wav,0.24499999999999997,1.901875,1.76,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-01-01-02-01-18.wav,netral,0,ravdess,en,03-01-01-01-02-01-18.wav,0.7,3.470125,1.664,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1069_ITS_SAD_XX.wav,sedih,2,cremad,en,1069_ITS_SAD_XX.wav,0.24499999999999997,2.5025,2.5025,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_22/03-01-02-01-01-01-22.wav,netral,0,ravdess,en,03-01-02-01-01-01-22.wav,0.7,3.536875,1.696,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_03/03-01-06-02-01-01-03.wav,takut,4,ravdess,en,03-01-06-02-01-01-03.wav,0.7,3.3033125,2.88,train
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/01_Angry/HA3/02-01-HA3-T-0008.wav,marah,3,eseravd,id,02-01-HA3-T-0008.wav,3.0,2.125,1.312,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1020_ITS_SAD_XX.wav,sedih,2,cremad,en,1020_ITS_SAD_XX.wav,0.24499999999999997,2.969625,2.969625,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-01-02-02-18.wav,marah,3,ravdess,en,03-01-05-01-02-02-18.wav,0.7,3.637,1.76,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_20/03-01-04-02-01-01-20.wav,sedih,2,ravdess,en,03-01-04-02-01-01-20.wav,0.7,3.7704375,1.856,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-01-07.wav,marah,3,ravdess,en,03-01-05-01-01-01-07.wav,0.7,4.004,2.144,train
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/04_Happy/D1990/02-04-D1990-T-0050.wav,senang,1,eseravd,id,02-04-D1990-T-0050.wav,3.0,1.834875,1.536,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1031_ITH_ANG_XX.wav,marah,3,cremad,en,1031_ITH_ANG_XX.wav,0.42419999999999997,2.7026875,2.7026875,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-01-10.wav,netral,0,ravdess,en,03-01-02-02-02-01-10.wav,0.7,3.8038125,1.952,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1019_ITS_FEA_XX.wav,takut,4,cremad,en,1019_ITS_FEA_XX.wav,0.24499999999999997,2.6693125,2.6693125,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1059_IEO_ANG_LO.wav,marah,3,cremad,en,1059_IEO_ANG_LO.wav,0.42419999999999997,2.035375,1.024,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1014_IWL_ANG_XX.wav,marah,3,cremad,en,1014_IWL_ANG_XX.wav,0.42419999999999997,3.8371875,3.36,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_22/03-01-07-02-02-02-22.wav,jijik,5,ravdess,en,03-01-07-02-02-02-22.wav,0.7,4.104125,2.688,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1037_TSI_FEA_XX.wav,takut,4,cremad,en,1037_TSI_FEA_XX.wav,0.24499999999999997,2.7026875,2.7026875,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1032_DFA_DIS_XX.wav,jijik,5,cremad,en,1032_DFA_DIS_XX.wav,0.24499999999999997,2.6693125,2.6693125,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_23/03-01-03-02-01-02-23.wav,senang,1,ravdess,en,03-01-03-02-01-02-23.wav,0.7,3.2031875,1.248,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1015_TAI_FEA_XX.wav,takut,4,cremad,en,1015_TAI_FEA_XX.wav,0.24499999999999997,2.7694375,2.7694375,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1007_IWW_SAD_XX.wav,sedih,2,cremad,en,1007_IWW_SAD_XX.wav,0.24499999999999997,3.7370625,3.7370625,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1010_IWL_SAD_XX.wav,sedih,2,cremad,en,1010_IWL_SAD_XX.wav,0.24499999999999997,2.369,2.369,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1009_TAI_ANG_XX.wav,marah,3,cremad,en,1009_TAI_ANG_XX.wav,0.42419999999999997,2.43575,2.016,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1013_TAI_NEU_XX.wav,netral,0,cremad,en,1013_TAI_NEU_XX.wav,0.6698999999999999,2.102125,2.102125,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-02-06.wav,netral,0,ravdess,en,03-01-02-02-02-02-06.wav,0.7,4.7714375,3.68,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1017_IWL_ANG_XX.wav,marah,3,cremad,en,1017_IWL_ANG_XX.wav,0.42419999999999997,1.8685,1.792,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1071_IEO_FEA_MD.wav,takut,4,cremad,en,1071_IEO_FEA_MD.wav,0.24499999999999997,2.3356875,2.3356875,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1023_IOM_NEU_XX.wav,netral,0,cremad,en,1023_IOM_NEU_XX.wav,0.6698999999999999,2.3023125,2.3023125,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_08/03-01-05-01-02-01-08.wav,marah,3,ravdess,en,03-01-05-01-02-01-08.wav,0.7,3.536875,1.44,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1029_DFA_NEU_XX.wav,netral,0,cremad,en,1029_DFA_NEU_XX.wav,0.6698999999999999,2.2689375,2.2689375,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1084_IWW_FEA_XX.wav,takut,4,cremad,en,1084_IWW_FEA_XX.wav,0.24499999999999997,3.2031875,3.2031875,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_11/03-01-05-01-01-01-11.wav,marah,3,ravdess,en,03-01-05-01-01-01-11.wav,0.7,3.603625,1.728,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1071_TIE_SAD_XX.wav,sedih,2,cremad,en,1071_TIE_SAD_XX.wav,0.24499999999999997,3.1364375,3.1364375,train
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/03_Neutral/D1990/02-03-D1990-T-0006.wav,netral,0,eseravd,id,02-03-D1990-T-0006.wav,3.0,2.4186875,2.2586875,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1068_ITH_SAD_XX.wav,sedih,2,cremad,en,1068_ITH_SAD_XX.wav,0.24499999999999997,3.2365625,3.2365625,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_16/03-01-02-01-02-01-16.wav,netral,0,ravdess,en,03-01-02-01-02-01-16.wav,0.7,3.8038125,1.952,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1040_ITS_NEU_XX.wav,netral,0,cremad,en,1040_ITS_NEU_XX.wav,0.6698999999999999,2.06875,2.06875,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1011_WSI_DIS_XX.wav,jijik,5,cremad,en,1011_WSI_DIS_XX.wav,0.24499999999999997,3.1364375,3.1364375,train
/kaggle/input/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/wav/13a01Wb.wav,marah,3,emodb,de,13a01Wb.wav,0.7,2.36225,2.144,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1047_IOM_HAP_XX.wav,senang,1,cremad,en,1047_IOM_HAP_XX.wav,0.24499999999999997,2.002,2.002,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-01-10.wav,takut,4,ravdess,en,03-01-06-01-01-01-10.wav,0.7,3.4034375,1.472,train
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/01_Angry/D1990/02-01-D1990-T-0002.wav,marah,3,eseravd,id,02-01-D1990-T-0002.wav,3.0,1.209375,0.832,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1049_IWL_SAD_XX.wav,sedih,2,cremad,en,1049_IWL_SAD_XX.wav,0.24499999999999997,2.8695625,2.8695625,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1074_ITS_DIS_XX.wav,jijik,5,cremad,en,1074_ITS_DIS_XX.wav,0.24499999999999997,3.036375,2.976,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1057_TIE_NEU_XX.wav,netral,0,cremad,en,1057_TIE_NEU_XX.wav,0.6698999999999999,2.5025,2.5025,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/Actor_02/03-01-01-01-02-01-02.wav,netral,0,ravdess,en,03-01-01-01-02-01-02.wav,0.7,3.7704375,1.792,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1084_ITS_NEU_XX.wav,netral,0,cremad,en,1084_ITS_NEU_XX.wav,0.6698999999999999,2.3356875,2.3356875,train
/kaggle/input/datasets/ahmadnafibudianto/e-seravd-speech-emotion-recognition-av-dataset/E-SERAVD 1.1/E-SERAVD/02_Audio-Only/02_Sad/AADC/02-02-AADC-T-0055.wav,sedih,2,eseravd,id,02-02-AADC-T-0055.wav,3.0,3.8365625,3.648,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1034_IEO_HAP_MD.wav,senang,1,cremad,en,1034_IEO_HAP_MD.wav,0.24499999999999997,2.002,1.952,train
/kaggle/input/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/wav/08b03Nb.wav,netral,0,emodb,de,08b03Nb.wav,0.7,3.7216875,3.584,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1077_IWL_ANG_XX.wav,marah,3,cremad,en,1077_IWL_ANG_XX.wav,0.42419999999999997,2.2689375,1.888,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1055_IWW_FEA_XX.wav,takut,4,cremad,en,1055_IWW_FEA_XX.wav,0.24499999999999997,2.1354375,2.1354375,train
/kaggle/input/datasets/piyushagni5/berlin-database-of-emotional-speech-emodb/wav/14b01Ac.wav,takut,4,emodb,de,14b01Ac.wav,0.7,2.344375,2.216375,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1016_ITH_HAP_XX.wav,senang,1,cremad,en,1016_ITH_HAP_XX.wav,0.24499999999999997,2.402375,2.4,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1056_IEO_FEA_LO.wav,takut,4,cremad,en,1056_IEO_FEA_LO.wav,0.24499999999999997,2.1688125,2.1688125,train
/kaggle/input/datasets/elnathh/indowavesentiment/IndoWaveSentiment Indonesian Audio Dataset for Emotion Classification/IndoWaveSentiment/Actor_02/02-01-02-02.wav,netral,0,indowavesentiment,id,02-01-02-02.wav,3.0,3.0,1.76,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1083_DFA_NEU_XX.wav,netral,0,cremad,en,1083_DFA_NEU_XX.wav,0.6698999999999999,2.035375,2.035375,train
/kaggle/input/datasets/uwrfkaggler/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-01-13.wav,senang,1,ravdess,en,03-01-03-01-02-01-13.wav,0.7,3.1365,1.248,train
/kaggle/input/datasets/ejlok1/cremad/AudioWAV/1030_ITH_NEU_XX.wav,netral,0,cremad,en,1030_ITH_NEU_XX.wav,0.6698999999999999,2.6693125,2.6693125,train
